PetID,Type,Age,Breed1,Breed2,Gender,Color1,Color2,Color3,MaturitySize,FurLength,Vaccinated,Dewormed,Sterilized,Health,Quantity,Fee,State,RescuerID
13396,Cat,2,Domestic Short Hair,None,Female,Gray,None,None,Medium,Short,No,No,No,Healthy,1,0,Selangor,7648548
13397,Dog,12,Mixed Breed,None,Female,Brown,None,None,Small,Short,Yes,Yes,Yes,Healthy,1,0,Selangor,737546
13398,Dog,238,Mixed Breed,None,Male,White,None,None,Medium,Short,Yes,Yes,Yes,Healthy,1,0,Pulau Pinang,8027621
13399,Dog,2,Mixed Breed,None,Female,Black,Brown,None,Medium,Short,Not Sure,Yes,No,Healthy,1,0,Kuala Lumpur,3724633
13400,Dog,1,Mixed Breed,Mixed Breed,Female,Brown,White,None,Medium,Short,No,No,No,Healthy,1,50,Selangor,7450693
13401,Dog,12,Mixed Breed,None,Female,Black,None,None,Medium,Medium,No,No,Yes,Healthy,1,0,Kuala Lumpur,4991734
13402,Cat,2,Bengal,Bengal,Female,Black,Golden,Yellow,Medium,Short,No,Yes,No,Healthy,1,0,Selangor,7500643
13403,Dog,21,Mixed Breed,Akita,Female,Yellow,Cream,None,Medium,Medium,Yes,No,No,Healthy,1,0,Selangor,4036202
13404,Dog,5,Mixed Breed,None,Female,Black,None,None,Medium,Short,Yes,Yes,No,Healthy,1,0,Selangor,3514374
13405,Dog,2,Mixed Breed,None,Female,Cream,White,None,Medium,Short,No,No,Not Sure,Healthy,1,0,Pulau Pinang,5932752
13406,Dog,2,Mixed Breed,None,Male,Brown,None,None,Medium,Medium,No,Not Sure,No,Healthy,1,0,Selangor,8357798
13407,Cat,12,Tabby,None,Male,Black,Gray,None,Medium,Short,No,Yes,No,Healthy,1,0,Selangor,1726816
13408,Dog,36,Mixed Breed,None,Female,Brown,White,None,Medium,Medium,Yes,No,Yes,Healthy,1,0,Selangor,1100406
13409,Dog,6,Mixed Breed,None,Male,Brown,Cream,White,Medium,Short,Yes,Yes,Yes,Healthy,1,0,Selangor,7526273
13410,Dog,2,Mixed Breed,Terrier,Mixed,Black,Brown,Golden,Medium,Long,No,No,No,Healthy,2,0,Perak,1432778
13411,Dog,3,Mixed Breed,None,Mixed,Yellow,None,None,Medium,Medium,Yes,Yes,Yes,Healthy,2,0,Perak,8563038
13412,Cat,36,British Shorthair,None,Female,Brown,White,None,Medium,Short,Yes,Yes,Yes,Healthy,1,250,Perak,5474271
13413,Dog,60,Mixed Breed,Mixed Breed,Male,Brown,Cream,White,Medium,Medium,Yes,Yes,Yes,Healthy,1,0,Selangor,8170937
13414,Cat,4,Abyssinian,Tuxedo,Male,White,None,None,Small,Short,No,Yes,No,Healthy,1,1,Kuala Lumpur,192053
13415,Dog,48,Pug,None,Female,Black,Cream,None,Medium,Short,Yes,Yes,Yes,Healthy,1,0,Selangor,5284797
13416,Cat,2,Domestic Short Hair,None,Male,Black,White,None,Medium,Medium,No,Yes,No,Healthy,1,0,Selangor,5695946
13417,Dog,2,Mixed Breed,None,Male,Black,Brown,White,Medium,Short,No,Yes,No,Healthy,4,0,Selangor,1738069
13418,Dog,3,Mixed Breed,None,Female,Cream,White,None,Medium,Short,Yes,Yes,No,Healthy,1,0,Kuala Lumpur,5819080
13419,Cat,4,Tabby,Domestic Short Hair,Male,Brown,Cream,White,Medium,Short,No,No,No,Healthy,1,0,Kuala Lumpur,9356314
13420,Dog,12,Mixed Breed,Miniature Pinscher,Male,Black,Golden,None,Medium,Medium,Yes,Yes,No,Healthy,1,100,Selangor,7016173
13421,Cat,18,Domestic Short Hair,None,Female,Black,Brown,Gray,Small,Short,Yes,Yes,Yes,Healthy,1,0,Selangor,3913078
13422,Dog,1,Mixed Breed,Mixed Breed,Male,White,None,None,Medium,Short,No,No,No,Healthy,1,0,Pulau Pinang,5052941
13423,Dog,12,Mixed Breed,None,Male,Cream,None,None,Large,Short,Yes,Yes,Yes,Healthy,1,0,Selangor,2465423
13424,Cat,12,Domestic Short Hair,None,Female,Brown,White,None,Medium,Short,Yes,Yes,Yes,Minor Injury,1,0,Selangor,5688768
13425,Cat,1,Domestic Short Hair,None,Mixed,Black,Gray,White,Small,Short,No,No,No,Healthy,5,0,Selangor,1167385
13426,Cat,3,Domestic Short Hair,None,Female,Cream,None,None,Small,Short,No,No,No,Healthy,1,0,Selangor,8346629
13427,Dog,2,Mixed Breed,None,Mixed,Black,White,None,Medium,Medium,Yes,Yes,No,Healthy,5,0,Selangor,5117611
13428,Dog,36,Golden Retriever,None,Male,Golden,None,None,Medium,Medium,Yes,Yes,Not Sure,Healthy,1,0,Negeri Sembilan,9247082
13429,Cat,2,Domestic Short Hair,Domestic Short Hair,Mixed,Black,Yellow,White,Medium,Short,No,No,No,Healthy,3,1,Pulau Pinang,4873467
13430,Dog,2,Mixed Breed,None,Male,Black,Brown,None,Small,Short,No,No,Yes,Healthy,1,0,Negeri Sembilan,4320195
13431,Dog,11,Bull Terrier,None,Female,Black,Brown,White,Medium,Short,Yes,Yes,Yes,Healthy,1,0,Kuala Lumpur,3342715
13432,Cat,2,Domestic Short Hair,None,Male,Black,Brown,White,Medium,Short,No,No,No,Healthy,1,0,Kuala Lumpur,9229406
13433,Dog,9,Mixed Breed,None,Female,White,None,None,Medium,Short,Yes,Yes,Yes,Healthy,1,0,Kuala Lumpur,2104875
13434,Cat,1,Domestic Medium Hair,None,Male,Cream,Gray,White,Medium,Medium,Yes,Yes,No,Healthy,1,0,Kuala Lumpur,7608677
13435,Cat,6,Domestic Short Hair,None,Male,Black,Brown,White,Medium,Short,Yes,Yes,Yes,Healthy,1,0,Selangor,5425370
13436,Dog,3,Mixed Breed,None,Female,Yellow,White,None,Medium,Short,No,No,No,Minor Injury,1,0,Negeri Sembilan,537442
13437,Cat,5,Domestic Short Hair,None,Male,Black,Brown,Gray,Small,Medium,Yes,Yes,No,Healthy,1,0,Kuala Lumpur,2192945
13438,Dog,6,Doberman Pinscher,Mixed Breed,Female,Black,Brown,None,Medium,Short,Yes,Yes,Yes,Healthy,1,0,Selangor,1393337
13439,Cat,3,Domestic Short Hair,None,Male,Black,Gray,White,Medium,Short,No,Yes,No,Healthy,1,0,Selangor,6870627
13440,Dog,1,Mixed Breed,None,Female,Cream,None,None,Small,Short,Not Sure,Not Sure,Not Sure,Healthy,2,0,Johor,7241362
13441,Dog,1,Mixed Breed,Mixed Breed,Male,Black,Brown,None,Medium,Medium,No,No,No,Healthy,1,0,Selangor,545824
13442,Dog,2,Mixed Breed,None,Male,Black,Brown,Yellow,Medium,Short,Not Sure,Not Sure,No,Healthy,5,0,Negeri Sembilan,3243963
13443,Dog,8,Doberman Pinscher,None,Female,Black,Brown,None,Medium,Short,Not Sure,Not Sure,No,Healthy,1,450,Selangor,6372087
13444,Cat,1,Domestic Medium Hair,None,Mixed,Black,Gray,White,Small,Short,No,No,No,Healthy,2,0,Selangor,8437040
13445,Cat,19,Domestic Short Hair,Domestic Short Hair,Male,Yellow,None,None,Medium,Short,Yes,Yes,Yes,Healthy,1,0,Selangor,3104051
13446,Dog,12,Mixed Breed,None,Female,Brown,Cream,None,Medium,Short,Yes,Yes,Yes,Healthy,1,0,Selangor,8083550
13447,Cat,2,Domestic Short Hair,None,Female,Gray,White,None,Medium,Short,Not Sure,Yes,No,Healthy,1,0,Negeri Sembilan,111665
13448,Cat,36,Siamese,Torbie,Female,Black,Brown,Yellow,Medium,Short,No,Yes,No,Healthy,2,0,Selangor,246387
13449,Dog,1,Collie,Mixed Breed,Female,Black,Cream,None,Medium,Short,No,No,No,Healthy,1,0,Selangor,1881534
13450,Dog,0,Mixed Breed,None,Mixed,Black,Brown,None,Medium,Short,No,No,No,Healthy,8,0,Kuala Lumpur,1624890
13451,Cat,2,Domestic Medium Hair,Siamese,Mixed,Cream,Gray,None,Medium,Medium,No,No,No,Healthy,5,0,Selangor,4168262
13452,Dog,2,Mixed Breed,None,Female,Golden,None,None,Medium,Short,Yes,Yes,No,Healthy,1,0,Selangor,2784039
13453,Cat,2,Siamese,None,Female,Brown,White,None,Small,Short,No,Yes,No,Minor Injury,1,0,Selangor,9506836
13454,Cat,60,Siamese,None,Female,Brown,None,None,Large,Short,Yes,Yes,Yes,Healthy,1,0,Kuala Lumpur,8171189
13455,Dog,19,Jack Russell Terrier,None,Male,Black,Brown,White,Medium,Short,Yes,Yes,No,Healthy,1,500,Selangor,713482
13456,Dog,2,Mixed Breed,None,Male,Black,Brown,White,Medium,Short,Yes,Yes,No,Healthy,1,0,Selangor,9717597
13457,Dog,1,Mixed Breed,None,Male,Gray,White,None,Medium,Short,No,No,No,Healthy,1,0,Selangor,3292648
13458,Dog,2,Mixed Breed,Mixed Breed,Male,Brown,White,None,Medium,Medium,No,Yes,No,Healthy,1,0,Selangor,3996279
13459,Cat,3,Domestic Medium Hair,None,Mixed,Black,Golden,White,Small,Medium,Yes,Yes,No,Healthy,5,0,Selangor,9707922
13460,Dog,1,Mixed Breed,None,Female,Black,Brown,None,Medium,Short,No,Yes,No,Healthy,1,0,Kedah,7412828
13461,Cat,3,Domestic Short Hair,None,Male,Black,White,None,Medium,Short,Yes,No,No,Healthy,1,0,Selangor,2091770
13462,Dog,1,Mixed Breed,None,Female,Black,Brown,None,Medium,Short,Not Sure,Not Sure,No,Healthy,1,0,Selangor,5828364
13463,Cat,4,Domestic Medium Hair,None,Mixed,Black,Brown,None,Medium,Medium,No,No,No,Healthy,4,0,Selangor,6013496
13464,Cat,3,Domestic Short Hair,Domestic Medium Hair,Male,Yellow,Cream,None,Medium,Medium,Yes,Yes,No,Healthy,1,0,Selangor,1954721
13465,Cat,2,Domestic Short Hair,Domestic Medium Hair,Mixed,Black,Brown,Yellow,Medium,Short,No,Yes,Yes,Healthy,4,0,Selangor,9082319
13466,Cat,48,Domestic Medium Hair,None,Male,Gray,White,None,Medium,Short,Yes,Yes,Yes,Healthy,1,0,Selangor,2958176
13467,Dog,2,Mixed Breed,None,Female,Black,Brown,None,Medium,Short,No,Yes,No,Healthy,1,0,Selangor,8274485
13468,Dog,2,Mixed Breed,None,Female,Black,Yellow,None,Large,Medium,Not Sure,Not Sure,No,Healthy,1,0,Selangor,9875733
13469,Cat,3,Domestic Short Hair,None,Female,Brown,Golden,None,Small,Short,Yes,Yes,No,Healthy,3,0,Selangor,118382
13470,Dog,96,Labrador Retriever,None,Female,Yellow,None,None,Large,Short,Yes,Yes,Yes,Healthy,1,0,Selangor,7960980
13471,Cat,1,Tabby,None,Female,Black,Brown,Gray,Medium,Short,Yes,Yes,No,Healthy,1,0,Selangor,5699172
13472,Cat,36,Domestic Short Hair,None,Female,Gray,White,None,Medium,Short,Yes,Yes,No,Healthy,1,0,Kuala Lumpur,3635116
13473,Cat,5,Domestic Short Hair,None,Male,Black,Yellow,None,Small,Short,Yes,Yes,No,Healthy,1,0,Selangor,9061150
13474,Cat,3,Domestic Medium Hair,None,Mixed,Black,Golden,Cream,Small,Medium,No,No,No,Healthy,4,0,Selangor,1871919
13475,Dog,2,Mixed Breed,None,Female,Black,White,None,Medium,Short,No,No,No,Healthy,1,0,Selangor,2340799
13476,Dog,24,West Highland White Terrier Westie,None,Male,White,None,None,Small,Long,Not Sure,Yes,Not Sure,Healthy,1,0,Kuala Lumpur,38661
13477,Dog,6,Mixed Breed,None,Female,Black,Brown,White,Medium,Short,Yes,Yes,Yes,Healthy,1,0,Kuala Lumpur,8726400
13478,Dog,1,Mixed Breed,None,Female,Black,Brown,White,Medium,Short,Not Sure,Yes,Not Sure,Healthy,1,0,Perak,5272016
13479,Cat,6,Tabby,Domestic Short Hair,Male,White,None,None,Medium,Medium,No,No,No,Healthy,1,0,Kuala Lumpur,1714070
13480,Cat,2,Domestic Short Hair,None,Mixed,White,None,None,Small,Short,No,No,No,Healthy,3,0,Kuala Lumpur,7231795
13481,Cat,14,Domestic Medium Hair,None,Female,Yellow,Cream,None,Medium,Medium,Yes,Yes,No,Healthy,1,0,Selangor,7622324
13482,Dog,84,Chihuahua,None,Male,Brown,None,None,Small,Short,Yes,Yes,No,Healthy,1,0,Kuala Lumpur,4068893
13483,Dog,1,Mixed Breed,Labrador Retriever,Mixed,Brown,None,None,Medium,Short,No,No,No,Healthy,2,0,Selangor,2020212
13484,Dog,12,Mixed Breed,Labrador Retriever,Male,Brown,Yellow,Cream,Large,Medium,No,No,Yes,Healthy,1,150,Selangor,4044313
13485,Dog,12,Mixed Breed,None,Male,Black,White,None,Large,Short,Yes,Yes,No,Healthy,1,0,Selangor,4302908
13486,Dog,4,Rottweiler,Mixed Breed,Female,Black,Brown,None,Medium,Short,Yes,No,No,Healthy,1,0,Selangor,9861255
13487,Dog,3,Mixed Breed,None,Female,Brown,None,None,Medium,Short,No,No,No,Healthy,1,50,Kuala Lumpur,4861472
13488,Dog,36,Mixed Breed,None,Female,Brown,None,None,Medium,Short,Not Sure,Not Sure,No,Healthy,1,0,Melaka,9123954
13489,Dog,3,Mixed Breed,None,Female,White,None,None,Medium,Short,Yes,Yes,Not Sure,Healthy,1,100,Pulau Pinang,1442040
13490,Dog,24,Mixed Breed,Mixed Breed,Female,Black,Brown,None,Medium,Medium,Yes,Yes,Yes,Healthy,1,0,Selangor,704981
13491,Dog,2,Mixed Breed,None,Female,Brown,None,None,Medium,Short,No,Yes,No,Healthy,1,0,Selangor,9042512
13492,Dog,1,Mixed Breed,Mixed Breed,Mixed,Brown,Golden,Gray,Small,Short,No,No,Not Sure,Healthy,6,0,Selangor,8078338
13493,Dog,144,Mixed Breed,None,Male,Brown,None,None,Large,Medium,Not Sure,Not Sure,Not Sure,Healthy,1,0,Selangor,4199510
13494,Cat,4,Domestic Short Hair,None,Mixed,Black,Yellow,White,Medium,Medium,No,No,No,Healthy,3,0,Johor,5554550
13495,Cat,12,Siamese,Siamese,Female,Brown,None,None,Medium,Short,No,No,No,Healthy,4,0,Kedah,9946681
13496,Dog,48,Miniature Pinscher,None,Female,Black,Brown,None,Small,Short,Yes,Yes,Yes,Healthy,1,0,Selangor,5888303
13497,Cat,18,Domestic Medium Hair,None,Female,Black,White,None,Large,Medium,No,Yes,No,Healthy,6,1,Selangor,5083906
13498,Dog,4,Mixed Breed,Golden Retriever,Male,Golden,Yellow,Cream,Medium,Short,No,No,No,Healthy,1,0,Selangor,4088532
13499,Cat,2,Tabby,None,Female,Black,Golden,White,Medium,Short,Yes,Yes,No,Minor Injury,2,0,Johor,5659680
13500,Cat,2,Domestic Short Hair,Exotic Shorthair,Male,Black,Gray,None,Small,Medium,No,Yes,No,Healthy,1,0,Selangor,1756477
13501,Cat,12,Domestic Medium Hair,Domestic Medium Hair,Male,Black,Brown,Cream,Medium,Medium,Yes,No,No,Healthy,2,0,Kuala Lumpur,688821
13502,Dog,12,Mixed Breed,None,Female,Brown,White,None,Small,Medium,Yes,Yes,Yes,Healthy,1,0,Kuala Lumpur,5720129
13503,Dog,2,Mixed Breed,None,Female,Black,Brown,None,Medium,Medium,Not Sure,Not Sure,No,Healthy,1,0,Selangor,4441930
13504,Dog,2,Mixed Breed,None,Female,Black,None,None,Small,Short,Yes,Yes,No,Healthy,1,0,Kuala Lumpur,2527910
13505,Cat,24,Siamese,Domestic Short Hair,Female,White,None,None,Small,Short,Yes,Yes,Yes,Healthy,1,120,Johor,9537112
13506,Dog,42,Schnauzer,None,Male,Gray,White,None,Medium,Medium,Yes,Yes,Yes,Healthy,1,0,Melaka,1936268
13507,Cat,4,Domestic Short Hair,Bobtail,Female,Black,Golden,White,Medium,Short,Yes,Yes,No,Healthy,1,0,Selangor,437250
13508,Cat,3,Domestic Long Hair,British Shorthair,Male,Cream,Gray,None,Medium,Medium,Yes,Yes,No,Healthy,1,200,Selangor,865903
13509,Cat,2,Domestic Medium Hair,None,Female,Golden,Gray,White,Medium,Medium,No,No,No,Minor Injury,2,0,Kuala Lumpur,3691559
13510,Cat,4,Domestic Short Hair,None,Male,Black,White,None,Small,Short,Yes,Yes,No,Healthy,1,0,Kuala Lumpur,1248555
13511,Cat,2,Domestic Short Hair,Domestic Medium Hair,Female,Black,Gray,White,Medium,Short,No,No,No,Healthy,1,0,Selangor,8807215
13512,Cat,2,Domestic Short Hair,None,Male,White,None,None,Medium,Short,No,Yes,No,Healthy,1,0,Selangor,3631170
13513,Dog,18,Lhasa Apso,None,Male,Brown,White,None,Small,Medium,Yes,Yes,Yes,Healthy,1,0,Selangor,3444371
13514,Dog,2,Mixed Breed,None,Male,Black,Brown,None,Medium,Short,No,Yes,No,Healthy,1,50,Pulau Pinang,3646502
13515,Dog,48,German Shepherd Dog,None,Male,Black,Brown,Golden,Large,Medium,Yes,Yes,No,Healthy,1,500,Selangor,4316208
13516,Dog,8,Mixed Breed,None,Female,Yellow,Cream,White,Medium,Short,Not Sure,Not Sure,Not Sure,Healthy,1,0,Selangor,3699481
13517,Dog,72,Mixed Breed,Australian Cattle Dog/Blue Heeler,Female,Black,Brown,White,Medium,Long,Yes,Yes,Yes,Healthy,1,0,Selangor,4565994
13518,Dog,8,Mixed Breed,Mixed Breed,Female,Brown,Golden,None,Small,Medium,Not Sure,Not Sure,Not Sure,Healthy,1,0,Kuala Lumpur,9073846
13519,Cat,1,Tabby,Domestic Short Hair,Male,Black,Gray,White,Medium,Short,No,Yes,No,Healthy,1,0,Selangor,7522955
13520,Cat,14,Domestic Short Hair,None,Female,Gray,None,None,Medium,Short,Yes,Yes,Yes,Healthy,1,50,Selangor,5709296
13521,Cat,11,Domestic Long Hair,None,Female,Brown,Yellow,White,Medium,Long,No,Yes,No,Healthy,1,1,Selangor,9642239
13522,Cat,1,Domestic Short Hair,None,Female,Black,Yellow,White,Medium,Short,No,No,No,Healthy,1,0,Kuala Lumpur,6754305
13523,Cat,23,Domestic Short Hair,None,Male,Black,White,None,Large,Short,Yes,Yes,No,Healthy,1,200,Selangor,671934
13524,Cat,12,Domestic Medium Hair,None,Female,White,None,None,Medium,Medium,Not Sure,Not Sure,Not Sure,Healthy,1,0,Melaka,884000
13525,Dog,96,Basset Hound,Shar Pei,Male,Brown,Golden,Yellow,Medium,Short,Yes,Yes,Yes,Healthy,1,0,Kuala Lumpur,9877304
13526,Dog,18,Beagle,Dalmatian,Male,Golden,White,None,Medium,Short,Yes,Not Sure,Yes,Healthy,1,0,Pulau Pinang,7960325
13527,Dog,1,Mixed Breed,None,Female,Brown,None,None,Medium,Short,No,No,No,Healthy,1,0,Pulau Pinang,8116539
13528,Dog,4,Mixed Breed,Mixed Breed,Female,Brown,None,None,Medium,Short,Yes,Yes,No,Healthy,1,150,Selangor,5993053
13529,Cat,1,Domestic Medium Hair,Domestic Short Hair,Mixed,Black,Brown,Gray,Small,Medium,No,No,Yes,Healthy,2,0,Kuala Lumpur,6983798
13530,Dog,5,Mixed Breed,None,Female,Brown,None,None,Small,Short,No,No,No,Healthy,1,0,Kuala Lumpur,1644133
13531,Cat,1,Domestic Short Hair,None,Male,Black,Gray,None,Small,Medium,No,No,No,Healthy,1,0,Selangor,3911634
13532,Dog,2,Mixed Breed,None,Female,Black,Brown,None,Medium,Medium,No,No,No,Healthy,1,20,Pulau Pinang,3117662
13533,Dog,6,Miniature Pinscher,Spitz,Female,Black,White,None,Small,Short,No,Yes,No,Healthy,1,0,Kuala Lumpur,8101983
13534,Dog,1,Mixed Breed,None,Mixed,Brown,White,None,Medium,Medium,No,No,No,Healthy,5,0,Pulau Pinang,5611913
13535,Dog,10,Mixed Breed,Mixed Breed,Male,Brown,White,None,Large,Short,Not Sure,Not Sure,Yes,Minor Injury,1,0,Selangor,8492049
13536,Dog,1,Mixed Breed,None,Female,Black,Brown,None,Small,Medium,No,No,No,Healthy,2,0,Selangor,9792952
13537,Cat,5,Siamese,None,Male,White,None,None,Medium,Short,No,No,No,Healthy,1,0,Kuala Lumpur,9170286
13538,Dog,1,Mixed Breed,Rottweiler,Female,Black,White,None,Medium,Short,Yes,Yes,No,Healthy,1,0,Kuala Lumpur,8062900
13539,Cat,2,Domestic Short Hair,None,Male,Black,Gray,White,Small,Short,No,Yes,No,Healthy,1,0,Selangor,1897410
13540,Dog,3,Mixed Breed,None,Male,Brown,White,None,Medium,Medium,No,Yes,No,Healthy,1,0,Kuala Lumpur,9968516
13541,Cat,10,Domestic Short Hair,None,Female,Brown,None,None,Small,Short,No,Yes,Yes,Healthy,1,0,Selangor,6833945
13542,Dog,2,Mixed Breed,None,Female,Brown,Yellow,White,Medium,Short,Not Sure,Not Sure,Not Sure,Minor Injury,1,0,Selangor,5324591
13543,Dog,4,Mixed Breed,None,Female,Brown,White,None,Small,Short,No,Yes,No,Healthy,1,0,Kuala Lumpur,2092963
13544,Cat,1,Domestic Short Hair,None,Mixed,Brown,Yellow,Gray,Small,Medium,No,No,No,Healthy,5,0,Selangor,1294841
13545,Dog,100,Shih Tzu,None,Male,Cream,Gray,White,Small,Short,Yes,Not Sure,No,Minor Injury,1,0,Selangor,7836297
13546,Dog,2,Mixed Breed,None,Mixed,Black,White,None,Medium,Short,No,No,No,Healthy,4,0,Kuala Lumpur,8607448
13547,Dog,3,Mixed Breed,None,Female,Brown,None,None,Medium,Short,No,No,No,Healthy,1,0,Kuala Lumpur,8923819
13548,Cat,3,Japanese Bobtail,Domestic Medium Hair,Female,Black,Golden,White,Medium,Medium,No,Yes,No,Healthy,1,50,Selangor,123647
13549,Cat,5,Tabby,None,Female,Cream,Gray,White,Medium,Medium,Yes,Yes,Yes,Healthy,1,150,Johor,8981339
13550,Cat,2,Domestic Short Hair,Tabby,Female,Black,Golden,Gray,Medium,Short,No,No,No,Healthy,1,0,Kuala Lumpur,8367276
13551,Dog,2,Mixed Breed,None,Male,Brown,Golden,None,Medium,Medium,Yes,Yes,No,Healthy,1,0,Selangor,9437756
13552,Dog,24,Foxhound,None,Female,White,None,None,Medium,Long,Yes,Yes,Yes,Healthy,1,0,Selangor,2061451
13553,Cat,8,Ragdoll,Domestic Medium Hair,Female,Golden,White,None,Medium,Medium,No,Yes,No,Healthy,1,250,Kuala Lumpur,5842154
13554,Cat,1,Domestic Medium Hair,Domestic Short Hair,Mixed,Black,Gray,White,Medium,Medium,No,No,No,Healthy,2,0,Selangor,3195503
13555,Cat,3,Domestic Short Hair,None,Male,Brown,Yellow,None,Medium,Medium,No,No,No,Healthy,1,0,Selangor,4151096
13556,Dog,48,Pit Bull Terrier,None,Female,Black,White,None,Medium,Short,Yes,Yes,Yes,Healthy,1,300,Selangor,4069896
13557,Dog,3,Mixed Breed,None,Female,Brown,None,None,Medium,Short,No,Yes,No,Healthy,1,0,Selangor,4511967
13558,Cat,2,Domestic Short Hair,None,Male,Brown,None,None,Small,Short,Yes,Yes,No,Healthy,1,50,Selangor,2031545
13559,Cat,36,Domestic Short Hair,Siamese,Female,Brown,None,None,Large,Medium,Yes,Yes,Yes,Healthy,2,0,Selangor,5578529
13560,Dog,20,Mixed Breed,Doberman Pinscher,Male,Black,Brown,None,Medium,Short,Yes,Yes,Yes,Healthy,1,0,Kuala Lumpur,7826906
13561,Dog,2,Mixed Breed,None,Female,Golden,White,None,Medium,Short,No,No,No,Healthy,1,20,Pulau Pinang,697152
13562,Dog,24,Affenpinscher,None,Mixed,Yellow,None,None,Medium,Short,Yes,Yes,Yes,Healthy,2,0,Perak,3581758
13563,Cat,12,Siamese,Domestic Short Hair,Mixed,White,None,None,Medium,Short,Yes,Yes,No,Healthy,4,0,Selangor,6345661
13564,Cat,8,Domestic Short Hair,None,Female,Black,Brown,White,Medium,Short,Yes,Yes,Yes,Healthy,1,0,Kuala Lumpur,5582037
13565,Cat,3,Domestic Long Hair,None,Male,Brown,White,None,Medium,Long,No,Yes,No,Healthy,1,38,Selangor,8011524
13566,Cat,3,Domestic Short Hair,None,Male,Cream,White,None,Medium,Short,No,No,No,Healthy,1,0,Selangor,9839638
13567,Dog,1,Mixed Breed,Mixed Breed,Male,Black,White,None,Medium,Medium,No,Yes,No,Healthy,1,0,Selangor,7104178
13568,Dog,3,Mixed Breed,None,Female,Brown,None,None,Medium,Short,Not Sure,Not Sure,No,Healthy,1,0,Pulau Pinang,9395659
13569,Cat,20,Domestic Short Hair,None,Mixed,Black,Gray,White,Medium,Short,No,Not Sure,No,Healthy,5,0,Kedah,5631703
13570,Cat,18,Siamese,Domestic Medium Hair,Female,Cream,None,None,Medium,Medium,Yes,Yes,Yes,Healthy,1,0,Kuala Lumpur,6529622
13571,Dog,2,Mixed Breed,Mixed Breed,Mixed,Black,Cream,White,Medium,Short,No,No,No,Healthy,3,0,Selangor,4476265
13572,Cat,3,Domestic Short Hair,None,Male,Yellow,Cream,None,Medium,Short,No,No,No,Healthy,1,0,Selangor,9188376
13573,Dog,36,Mixed Breed,Mixed Breed,Male,Black,Brown,White,Medium,Long,Yes,Yes,Yes,Healthy,2,250,Kuala Lumpur,2921425
13574,Cat,6,Domestic Medium Hair,None,Male,Black,White,None,Large,Medium,No,No,No,Healthy,1,0,Selangor,3483798
13575,Dog,36,Mixed Breed,None,Male,Brown,None,None,Medium,Short,Yes,Yes,Yes,Healthy,2,0,Selangor,9035878
13576,Cat,2,Domestic Short Hair,None,Female,Black,White,None,Small,Short,No,Yes,No,Healthy,1,0,Pulau Pinang,3566980
13577,Dog,12,Miniature Pinscher,None,Female,Brown,None,None,Small,Short,Yes,Yes,No,Healthy,1,250,Selangor,952043
13578,Dog,60,Mixed Breed,None,Male,Black,Brown,Golden,Small,Medium,Not Sure,Not Sure,Not Sure,Healthy,1,0,Selangor,4926220
13579,Dog,2,Mixed Breed,None,Mixed,Black,Brown,Yellow,Medium,Short,No,No,No,Healthy,3,0,Selangor,7138542
13580,Cat,15,Domestic Long Hair,Persian,Female,White,None,None,Large,Long,Yes,Yes,No,Healthy,1,100,Selangor,1558515
13581,Cat,1,Domestic Short Hair,None,Female,Brown,None,None,Medium,Short,No,Yes,No,Healthy,1,0,Selangor,9343408
13582,Cat,48,Domestic Short Hair,None,Female,Black,Brown,None,Medium,Short,Yes,Yes,Yes,Healthy,1,0,Selangor,4759497
13583,Dog,24,Dalmatian,Mixed Breed,Female,Black,Brown,Cream,Medium,Short,Yes,Yes,Yes,Healthy,5,0,Pulau Pinang,3260111
13584,Cat,4,Domestic Short Hair,Domestic Short Hair,Mixed,Black,None,None,Medium,Short,No,No,No,Healthy,2,0,Kuala Lumpur,6077981
13585,Dog,3,Mixed Breed,Mixed Breed,Male,Brown,Cream,None,Medium,Short,No,No,No,Healthy,2,0,Perak,1943433
13586,Dog,3,Mixed Breed,None,Female,Golden,None,None,Medium,Short,No,No,No,Healthy,2,0,Kuala Lumpur,2569858
13587,Cat,78,Burmese,None,Male,Brown,None,None,Medium,Long,Yes,Yes,Yes,Healthy,1,0,Selangor,5715589
13588,Cat,1,Domestic Short Hair,None,Male,Black,None,None,Medium,Short,No,Yes,No,Healthy,1,0,Selangor,7661148
13589,Dog,3,Mixed Breed,None,Male,Brown,White,None,Medium,Medium,No,No,No,Healthy,1,0,Selangor,2595113
13590,Dog,2,Mixed Breed,None,Female,Brown,None,None,Medium,Medium,No,Yes,No,Healthy,1,0,Selangor,4739955
13591,Dog,1,Mixed Breed,None,Female,Black,Brown,Cream,Small,Medium,No,No,No,Healthy,1,0,Selangor,7904797
13592,Cat,2,Domestic Short Hair,None,Female,Black,White,None,Medium,Short,No,Yes,No,Healthy,1,0,Selangor,6772111
13593,Dog,2,Mixed Breed,None,Male,Cream,White,None,Medium,Short,Yes,Yes,No,Healthy,1,0,Kuala Lumpur,9947659
13594,Cat,1,Tabby,Tabby,Mixed,Black,Golden,None,Small,Medium,No,No,No,Healthy,5,0,Selangor,6892816
13595,Cat,2,Tabby,None,Female,Golden,Yellow,None,Small,Medium,No,No,No,Minor Injury,1,0,Kuala Lumpur,3456730
